height,weight
73.847017017515,241.893563180437
68.78190404589029,162.3104725213
74.11010539178491,212.7408555565
71.7309784033377,220.042470303077
69.8817958611153,206.349800623871
67.2530156878065,152.212155757083
68.78508125166161,183.92788860403098
68.34851551158789,167.971110489509
67.01894966288299,175.92944039571
63.456493978366396,156.399676387112
71.1953822829745,186.604925560358
71.64080511922059,213.74116948941102
64.7663291334055,167.127461073476
69.2830700967204,189.446181386738
69.2437322298112,186.434168021239
67.6456197004212,172.18693005811699
72.4183166259878,196.02850633048197
63.974325721061,172.88347020877998
69.64005989975229,185.98395757313
67.93600485400951,182.426648013226
67.9150501938206,174.115929081393
69.4394398680395,197.73142161472
66.14913196087811,149.173566007975
75.20597361422121,228.761780615196
67.8931963386043,162.006651848287
68.1440327982008,192.343976579187
69.0896314289256,184.435174408406
72.80084351650031,206.828189420354
67.4212422817167,175.213922399227
68.49641535688271,154.34263892595501
68.6181105502058,187.506843155807
74.03380762166779,212.910225325521
71.5282160355709,195.032243233835
69.1801610995692,205.183621341371
69.577202365402,204.164125484101
70.4009288884762,192.90351507464902
69.0761711675356,197.488242598925
67.1935232827228,183.810973232751
65.8073156549306,163.851824878622
64.3041878915595,163.108017147583
67.9743362271967,172.13559740682499
72.18942595921341,194.04540489805902
65.2703455240394,168.617746204292
66.09017737627249,161.19343259662202
67.5103215157138,164.660277264007
70.1047862551571,188.922303151274
68.25183644086721,187.060552163801
72.1727091157973,209.070863390252
69.1798576188774,192.014335412005
72.870360147235,211.34249681964002
64.7825829779871,165.61162618225
70.18354988748371,201.071918099568
68.4914502529394,173.42396034660098
67.33083088101621,181.407679285937
66.9909440825232,169.737707400252
66.4995499002499,163.309528309674
68.3530566463988,189.710209942456
70.77445907039741,192.124847346168
71.2159236694709,198.1984641076
70.0133653490674,209.526499837126
71.40318222075891,198.75979265985902
69.5520050948319,198.07952365443802
73.81853455776991,195.29061218972697
66.99688275225,164.943302997003
71.41846589309071,179.863902339297
65.27930020900429,155.25042069404898
68.2741914742284,184.51939124857398
72.7653699463424,220.678041465283
68.0993798003468,183.31265530722
68.8967060721692,196.451312291183
69.2895099633052,184.59560830027303
70.52322452345649,207.532838518544
69.6637252265179,177.20092875234798
67.5952688079157,163.108002209381
72.5081203801037,216.21823011273497
71.2529856038086,204.655493822323
71.8091868893668,200.920571219495
72.24516547925191,220.901769881142
66.51262766093471,196.449860340782
66.0290340048182,168.640810039015
67.57715394273501,181.432713008126
68.2465686016242,198.658673326418
73.8261270026308,237.916735863185
69.8024643604904,173.04125590923303
65.9595777848988,160.683916639879
71.0790175757451,188.60291907066602
66.5961965372077,208.34569403510898
68.9515350928246,193.435118452271
68.2444617923064,174.10969379062
72.3168251228452,197.36858924933497
71.81542044953079,201.620666747742
65.2370495188386,181.011973240364
70.6405300907292,182.12248597866002
64.731925597255,177.549263423371
67.1035511824075,164.974580682475
65.1174848880457,165.717112190107
71.7012340230177,193.09416354306302
66.8328782059274,180.683886970857
66.4712752615182,172.773722928412
69.41152622060389,177.470616229738
70.0521774745245,200.81873731325402
66.7436046519631,167.73977534430202
66.2743291154144,154.395624779233
68.328447992915,177.984728603887
70.0758881952341,183.93885695678
68.73298814873439,179.2047820686
67.55605126187601,158.567987385418
66.2536325347937,166.50353164294202
69.1822026805756,171.98367761195598
67.6091049416397,174.36418237859
69.2927380218867,187.745351863374
68.1906840077038,201.48796238061
71.6070857988906,204.92701213680303
69.1968575103315,178.685546470181
67.2619609790619,164.014427741951
73.6851933999998,223.27000441237098
69.5372150072948,202.95830626983502
68.3115598414683,189.391785609949
67.7389634664393,178.170555578466
71.70576260110009,223.299335239803
63.63226460378671,167.028706658323
68.7211984556865,180.46868201187002
66.9493416501869,164.439145622362
62.7069897353164,149.96961842104201
72.2584089235993,192.910266551722
70.90865306266758,201.883998700574
67.609843601682,179.868025984495
70.8015589556942,196.467724673936
69.3047690450735,187.551649491386
66.2428983411553,171.69315968571001
67.4921929772739,191.69960478432802
65.8062482913584,165.850647784905
71.4437056615428,185.662741323862
68.4644058223141,178.281800729884
63.98792460498,150.97905125013398
71.00189768584559,209.92932343050398
68.1397241925525,174.157804341493
68.395400248121,179.87897710233398
68.0962197450165,167.747141247633
68.14059035592089,183.044660372103
68.8600903087433,169.556820782151
66.1488525422307,173.431672660432
66.2060320529589,180.88955460941798
67.4321202146878,183.508932854723
69.47110603124699,205.977910165675
70.5158596943462,183.759845192649
71.3383760399558,201.95449546666802
71.00194476735379,216.120094736912
66.202347706273,159.390323744187
72.5433070453887,210.336424661861
67.4793517580411,178.618350159953
65.3504105558103,146.739797635802
70.8440624208882,195.937014974314
69.9384752593112,170.175853813004
64.7398154829922,169.65405412118798
69.3084028803936,198.378693643572
68.8384628598724,179.907716915983
61.9373232676829,147.263686501559
68.5933355351181,176.984251121287
65.2185755780772,185.467788373205
64.3336481069845,177.49380233889
68.7489067017398,169.82747741962498
72.4896554004081,198.581698249799
67.2339309182551,203.350339274846
67.263604843261,193.217672687431
65.11850428317351,178.134945178843
66.2628200381632,162.77958340469
67.70167965962729,159.286510598869
65.530695966695,172.114311951227
69.8689698092041,201.837042594883
68.481875364733,170.352329550626
72.2139633457195,205.38976070863097
68.1795326940723,169.787768075943
71.9812065428705,200.437310528735
66.0651367327304,178.58895403720402
66.6561641698185,168.014029738329
67.5994241952902,177.76642583994598
68.245944093831,193.27762399954202
64.808621440717,162.379540639612
67.4922182698406,183.383824391458
68.18073070686539,181.056095285359
69.553384902902,210.871798957101
66.4022496683603,165.568499073011
66.5921571146877,196.14844984622897
71.93588658284821,202.04642515191898
68.2870417278818,170.413602496365
69.95545119516379,201.948085296608
71.8511291454027,193.386984552842
65.75549864067371,179.855689615225
67.03185207898281,156.489934998191
76.7098348578592,235.03541882002202
72.57112137129579,230.560534959742
69.72880489736711,203.895654986365
72.799224004586,218.21639663901402
72.5393540719418,222.667177921523
72.2947433844169,208.474865890573
67.2533248158638,180.779780013772
75.9444603760016,231.92474850911
66.3162319187446,170.59385810445698
71.15605349004359,188.27145628834703
71.1922022869477,196.061529163376
72.1975120071642,214.603584170431
75.1408214339315,224.12427132956
64.4115293597211,158.57939732338698
64.7344243580774,166.501114745286
63.4145871379546,160.140615622405
67.8486652335686,176.17263425458302
65.9317848288,174.48529466645098
70.96655043634259,193.906498798923
67.5807472772935,186.991606706801
68.589270437901,173.595796099507
70.3247534441504,193.34656030399103
72.3944804051075,208.436509038226
70.82085671452559,206.032977800797
65.9033012610258,172.57523095707
74.7953750218274,232.63540284736
67.6809190342573,177.24014549543998
67.1559627687305,175.646690214202
71.7748412248401,212.626102288605
64.66523194496641,166.969204009677
68.1227683623759,196.41441527512401
66.786927239528,165.431242225646
66.805849836748,176.56581855768903
67.8860137980274,174.65203471581
69.1735769192432,195.237529301091
70.2249233263794,205.684438396274
64.8557991775539,158.34144236048002
67.8210932715426,169.08100827388398
63.44024746708649,135.655875865835
71.8484348479039,218.15746945070597
66.72807364708629,155.899541329016
71.9683056520603,201.528177430467
76.0213474760963,235.926060648678
71.4761012826014,195.392617577504
67.3698086448686,176.636163567362
70.55524375954991,198.460248600108
69.8671012814472,185.716910023673
67.94757004216251,177.347779818472
74.104558863713,215.759703523821
69.167836299535,187.02242030157
66.557228572704,171.587884316854
66.7016049901078,172.839809078093
67.2460649543824,168.280286893893
69.0513854849974,163.82048892775
70.6727471767308,190.023434180521
65.4989951214088,156.869951668729
65.18722085356221,172.606482559614
67.56814300608261,169.063982994918
73.8153856882339,231.374508117238
71.606564208448,207.25047675169102
67.724749235945,172.152772178008
68.231131952185,199.82775802283402
65.9294217100738,168.09041221580298
71.5484957096636,197.819614833288
69.1643811220365,196.892315040706
68.5976593239588,180.221780102342
71.0575108857852,189.13401243593398
63.6440595814991,158.422717319974
71.18245539563691,208.922682655891
66.1286731698491,187.141119453372
65.0573731150978,157.582431535246
68.0913743588464,181.644444983884
70.993143899047,204.74667817475398
74.2211748776249,231.13018975930802
69.3271181795885,186.258429614423
64.93134219408421,181.09386963888
68.3468423145436,198.92097966780102
70.9291250844694,203.370463215939
61.47780920159389,161.02875214187202
68.4908127185185,189.806681842181
72.04988987081859,200.20282850660197
72.52166702577671,221.862650308484
71.233911393331,214.060148220865
72.2591151862599,201.70142161741
67.56503990456511,187.187093632233
72.26760699498,196.52746689585499
62.6002479975529,151.720703729313
66.2364372917754,167.297530251137
69.65043741236879,198.84369596462298
69.28592140617211,178.789547981921
70.72527873735051,193.539252115985
68.8286149599904,197.737905022318
66.0144282335004,184.46181152098202
66.4148820603895,155.19477168692498
66.6156243917126,160.991989871194
68.0348217821036,189.084461735075
70.50239804409459,172.985777146208
69.15772949308679,195.895256857188
70.7950226136223,215.74645530523
65.1943771233415,166.707373059357
74.7857143190925,239.464342902696
71.0669062761598,184.27924583305
69.334197785954,199.983890906512
69.8992039506227,191.412231132701
64.4251937917821,169.109401417791
67.85213069861,194.74452249403802
67.549069488044,183.26653311789298
74.7674468449337,210.369908709756
71.41894598636479,198.042483889936
67.1203443862066,172.664090375104
69.8595879120267,197.070856157865
68.43081339141051,190.505810039573
67.9334826070233,184.555483105293
68.4953431552723,179.929816647941
65.24414341065389,159.50321976538999
70.18535204699,197.884507071155
71.10413316453071,217.269605198307
68.4475785430627,187.907425986628
65.4205768240508,176.861684237851
